Category,Category_Definition,Topic,Topic_Definition,Sub_Topic,Sub_Topic_Definition,Polarity,Survey_Channel,Est_Count,Est_Pct,Actionable_Owner
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,IHE Setup & Onboarding Assistance,How well the In-Home Expert helped the customer set up devices configure apps connect equipment and feel confident using their new services.,IHE Did Not Explain / Customer Left Confused,"IHE left without explaining how things work or customer still doesn't understand their services. Include: 'didn't explain anything' 'left and I don't know how to use it' 'never showed me' 'had no idea how to use it after' 'wish they explained more' 'didn't walk me through it' 'still confused'. Onboarding gap â€” recontact risk.",Negative,IHE,TBD,TBD,IHE Training / QA
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,IHE Sales Conduct,How the In-Home Expert handled the sales aspect of their visit â€” whether upselling was welcome helpful or felt pressured and unwanted.,IHE Recommended Relevant Products / Helpful Upsell,"IHE suggested additional products or services that the customer found valuable and relevant. Include: 'glad they told me about' 'didn't know I could get' 'great recommendation' 'happy they offered' 'made a good suggestion' 'saved me money by bundling' 'recommended the right plan'. Positive sales behavior â€” value-added selling.",Positive,IHE,TBD,TBD,IHE Sales Leadership
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,IHE Sales Conduct,How the In-Home Expert handled the sales aspect of their visit â€” whether upselling was welcome helpful or felt pressured and unwanted.,IHE Was Too Pushy / Unwanted Upsell,"IHE pressured the customer to buy wireless or additional services they did not want. Include: 'kept pushing wireless' 'too pushy' 'just wanted internet not wireless' 'wouldn't take no for an answer' 'felt like a sales pitch' 'pressured me into adding lines' 'hard sell in my home' 'aggressive about adding services' 'didn't want wireless kept selling it'. Critical CX risk â€” customer in their own home.",Negative,IHE,TBD,TBD,IHE Sales Leadership / QA
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,IHE Sales Conduct,How the In-Home Expert handled the sales aspect of their visit â€” whether upselling was welcome helpful or felt pressured and unwanted.,IHE Added Services Without Clear Consent,"Customer reports IHE added services or features without clearly explaining or gaining explicit agreement. Include: 'added stuff I didn't ask for' 'found charges I didn't agree to' 'didn't know they added wireless' 'never agreed to that' 'signed me up for things I didn't want' 'unauthorized additions'. Compliance risk â€” escalation trigger.",Negative,IHE,TBD,TBD,Compliance / IHE QA
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,IHE Professionalism & Home Respect,How the IHE conducted themselves in the customer's home â€” respect for the space timeliness cleanliness and overall professionalism.,IHE Was Professional / Respectful in Home,"IHE was professional respectful of the home and conducted themselves appropriately. Include: 'very professional in my home' 'respectful' 'wore shoe covers' 'cleaned up after themselves' 'was very neat' 'polite in my house' 'treated my home with respect' 'very courteous in our home'. Trust signal for in-home channel.",Positive,IHE,TBD,TBD,IHE Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,IHE Professionalism & Home Respect,How the IHE conducted themselves in the customer's home â€” respect for the space timeliness cleanliness and overall professionalism.,IHE Was Unprofessional / Did Not Respect Home,"IHE was unprofessional disrespectful of the customer's property or made the customer uncomfortable in their own home. Include: 'left a mess' 'didn't clean up' 'tracked dirt' 'was on their phone the whole time' 'made me uncomfortable' 'unprofessional in my home' 'rude in my house' 'damaged something'. High severity â€” trust violation in personal space.",Negative,IHE,TBD,TBD,IHE Management / Escalations
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Door-to-Door Sales Experience,Customer feedback about unsolicited door-to-door sales interactions â€” including the approach manner honesty and outcome of the visit.,D2D Rep Was Informative / Good Experience,"Customer had a positive interaction with a door-to-door sales representative. Include: 'nice guy came to my door' 'explained the offer well' 'glad they stopped by' 'got a great deal from the rep who came by' 'door-to-door rep was very informative' 'happy they knocked' 'signed up because of the rep who visited'. Positive acquisition signal.",Positive,IHE,TBD,TBD,D2D Sales Leadership
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Door-to-Door Sales Experience,Customer feedback about unsolicited door-to-door sales interactions â€” including the approach manner honesty and outcome of the visit.,D2D Rep Was Aggressive / Wouldn't Leave,"Door-to-door rep was too aggressive would not leave or made the customer uncomfortable. Include: 'wouldn't leave my porch' 'too aggressive at my door' 'felt harassed' 'kept knocking' 'wouldn't take no' 'pushy door salesman' 'scared my family' 'came back multiple times' 'intimidating'. High brand risk â€” complaint escalation trigger.",Negative,IHE,TBD,TBD,D2D Sales Leadership / Compliance
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Door-to-Door Sales Experience,Customer feedback about unsolicited door-to-door sales interactions â€” including the approach manner honesty and outcome of the visit.,D2D Rep Was Dishonest About Offers / Pricing,"Door-to-door rep misrepresented pricing promotions or terms to get the customer to sign up. Include: 'lied at my door' 'said it would be $X and it's not' 'misrepresented the deal' 'promised things that weren't true' 'bait and switch at my door' 'not what they said at the door' 'door rep lied about the price'. Compliance/legal risk â€” high severity.",Negative,IHE,TBD,TBD,Compliance / D2D QA
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Door-to-Door Sales Experience,Customer feedback about unsolicited door-to-door sales interactions â€” including the approach manner honesty and outcome of the visit.,Customer Does Not Want D2D Visits / Stop Solicitation,"Customer explicitly requests to stop receiving door-to-door visits or expresses frustration with unsolicited contact at their home. Include: 'stop sending people to my door' 'do not knock on my door' 'no soliciting' 'don't come to my house' 'stop the door salespeople' 'put me on a do not knock list' 'I have a no soliciting sign'. Compliance/opt-out signal.",Negative,IHE,TBD,TBD,D2D Operations / Compliance
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Sales Transparency & Offer Accuracy,Whether the sales interaction â€” regardless of channel â€” accurately represented what the customer would receive in terms of pricing features and terms.,Offer / Promotion Was Clearly Explained,"Customer felt the offer promotion or deal was clearly explained and they knew what they were getting. Include: 'explained the deal clearly' 'understood exactly what I was getting' 'transparent about the cost' 'laid out all the details' 'no surprises' 'made it very clear what I'd pay'. Trust-building signal across all sales channels.",Positive,All,TBD,TBD,Sales Training
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Sales Transparency & Offer Accuracy,Whether the sales interaction â€” regardless of channel â€” accurately represented what the customer would receive in terms of pricing features and terms.,Offer Was Misrepresented / Not What Was Promised,"Customer received something different from what was sold â€” different price different features or different terms. Include: 'not what I was told' 'promised one thing got another' 'bait and switch' 'deal was different than what they said' 'was told my bill would be $X and it's $Y' 'didn't get what was promised' 'offer changed after signing'. HIGH churn and compliance risk. Applicable across Care Retail and IHE.",Negative,All,TBD,TBD,Sales QA / Compliance
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Sales Transparency & Offer Accuracy,Whether the sales interaction â€” regardless of channel â€” accurately represented what the customer would receive in terms of pricing features and terms.,BOGO / Promotion Confusion,"Customer is confused about how a BOGO buy-one-get-one or promotional offer works â€” terms were unclear or outcome didn't match expectations. Include: 'BOGO didn't work' 'confused about the promotion' 'free phone wasn't free' 'thought I was getting a deal' 'promotion was misleading' 'BOGO is confusing' 'credits not applying' 'where is my free phone'. Telecom-specific high-volume friction point.",Negative,All,TBD,TBD,Marketing / Sales Training
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Issue Resolution & Outcome,Whether the customer's issue or request was actually resolved during the interaction.,Issue Resolved / Problem Solved,"Customer confirms issue was resolved or problem was fixed. Include: 'issue resolved' 'problem solved' 'fixed' 'resolved my issue' 'got it done' 'resolved pronto' 'todo resuelto' 'fixed the ticket' 'taken care of' 'all good now' 'everything is working'. Primary resolution metric â€” track for FCR correlation.",Positive,All,2800,3.2%,Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Issue Resolution & Outcome,Whether the customer's issue or request was actually resolved during the interaction.,Issue Not Resolved / Still Unresolved,"Customer confirms issue was not resolved or is still ongoing after the interaction. Include: 'issue not fixed' 'not resolved' 'still not working' 'nothing resolved' 'still have a problem' 'never finished' 'still unresolved' 'problem not solved' 'still isn't resolved' 'didn't fix anything'. Direct CSAT detractor â€” recontact driver.",Negative,All,680,0.8%,Operations / Escalations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Issue Resolution & Outcome,Whether the customer's issue or request was actually resolved during the interaction.,Partial Resolution / Issue Ongoing,"Customer indicates some progress but issue not fully resolved â€” still waiting for results or in progress. Include: 'still in progress' 'partially fixed' 'working on it' 'time will tell' 'waiting on results' 'not done yet' 'solved for now' 'we'll see' 'supposed to be fixed in 24 hours'. Track for recontact risk.",Neutral,All,310,0.4%,Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Issue Resolution & Outcome,Whether the customer's issue or request was actually resolved during the interaction.,Resolved on First Contact,"Customer explicitly states or implies issue was handled in a single contact without needing to call back. Include: 'fixed it first call' 'handled in one call' 'didn't have to call back' 'resolved right then' 'one and done' 'took care of it immediately' 'first person fixed it'. FCR positive signal â€” operational excellence indicator.",Positive,All,1200,1.4%,Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Issue Resolution & Outcome,Whether the customer's issue or request was actually resolved during the interaction.,Required Multiple Contacts to Resolve,"Customer had to contact AT&T multiple times for the same issue before it was resolved. Include: 'called 5 times' 'this is my third call' 'had to keep calling' 'been calling for weeks' 'multiple calls for same issue' 'keeps happening every month' 'been dealing with this for months' 'called over and over'. HIGH effort signal â€” strongest churn predictor.",Negative,All,420,0.5%,Operations / Process Design
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Wait Time & Speed of Service,Time spent waiting â€” on hold in queue for callback or for service to begin.,Wait Time Too Long / Long Hold,"Customer complains about wait time or time on hold before reaching a rep. Include: 'long wait time' 'took too long' 'too long on hold' 'waited too long' 'long hold' 'takes too long' 'long waiting time' 'took an hour' 'wait time insulting' 'on hold for 45 minutes'. Strong CSAT detractor â€” staffing signal.",Negative,Care,820,0.9%,Operations / Staffing
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Wait Time & Speed of Service,Time spent waiting â€” on hold in queue for callback or for service to begin.,Service Was Fast / Quick / Efficient,"Customer positively mentions speed or efficiency of service. Include: 'fast and easy' 'quick service' 'quick response' 'no wait' 'prompt service' 'fast service' 'efficient' 'responded quickly' 'rapid' 'didn't have to wait at all' 'in and out'. Track as differentiator across channels.",Positive,All,1800,2.1%,Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Wait Time & Speed of Service,Time spent waiting â€” on hold in queue for callback or for service to begin.,Request for Shorter Wait / More Staffing,"Customer explicitly requests shorter wait times or more reps. Include: 'need more reps' 'hire more people' 'shorter wait times' 'shorten hold time' 'answer your phones' 'need more employees' 'get more staff' 'reduce wait times'. Operations staffing signal â€” distinct from complaint by being a direct recommendation.",Negative,Care,140,0.2%,Operations / Staffing
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Wait Time & Speed of Service,Time spent waiting â€” on hold in queue for callback or for service to begin.,Overall Interaction Took Too Long,"Customer says the total interaction time was excessive â€” not just wait/hold but the entire call or visit duration. Include: 'took 2 hours total' 'was on the phone for an hour' 'shouldn't take this long' 'wasted my whole day' 'entire afternoon on the phone' 'spent 3 hours in the store' 'way too long for a simple task'. Distinct from hold time â€” captures total effort.",Negative,All,350,0.4%,Process Design
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Ease of Interaction & Process Friction,How easy or difficult the overall interaction experience felt â€” from reaching the rep to completing the task.,Interaction Was Easy / Smooth / Seamless,"Customer describes interaction as easy smooth seamless painless or simple. Include: 'easy process' 'went smoothly' 'seamless' 'painless' 'no hassle' 'simple and easy' 'quick and easy' 'easy and quick' 'effortless' 'couldn't have been easier' 'so simple'. Benchmark for process design â€” CES (Customer Effort Score) proxy.",Positive,All,2400,2.8%,CX Design
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Ease of Interaction & Process Friction,How easy or difficult the overall interaction experience felt â€” from reaching the rep to completing the task.,Interaction Was Difficult / Frustrating / Complicated,"Customer describes the interaction as difficult frustrating complicated stressful or a waste of time. Include: 'frustrating' 'complicated' 'difficult process' 'stressful' 'waste of time' 'wasted my time' 'terrible process' 'nightmare' 'ordeal' 'ridiculous process'. Separate from wait time â€” focuses on process complexity.",Negative,All,620,0.7%,CX Design
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Ease of Interaction & Process Friction,How easy or difficult the overall interaction experience felt â€” from reaching the rep to completing the task.,Process Was Confusing / Unclear Next Steps,"Customer was confused about what to do next or what would happen after the interaction. Include: 'didn't know what to expect' 'confusing process' 'unclear what happens next' 'no one told me the next step' 'left not knowing' 'don't understand what to do now' 'what am I supposed to do now'. Signals communication/handoff gap.",Negative,All,180,0.2%,Process Design / Training
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Transfers & Routing,Customer experience with being transferred between departments or agents during the interaction.,Too Many Transfers / Bounced Around,"Customer was transferred multiple times or bounced between departments without resolution. Include: 'transferred too many times' 'kept being transferred' 'spoke to multiple people' 'bounced around' 'passed around' 'transferred 4 times' 'sent to wrong department' 'kept getting shuffled'. Process failure signal â€” high effort.",Negative,Care,95,0.1%,Operations / Routing
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Transfers & Routing,Customer experience with being transferred between departments or agents during the interaction.,Had to Repeat Information After Transfer,"Customer had to re-explain their issue to each new person after being transferred. Include: 'had to repeat myself' 'explain my issue again' 'start over every time' 're-explain to each person' 'no one had my info' 'kept repeating my story' 'they had no notes from the last rep'. Systemic CRM/notes process failure.",Negative,Care,110,0.1%,IT Systems / Process Design
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Transfers & Routing,Customer experience with being transferred between departments or agents during the interaction.,Transferred to Right Person / Smooth Handoff,"Customer was transferred but the handoff was smooth and effective. Include: 'transferred to the right person' 'got me to someone who could help' 'smooth transfer' 'the next person already knew my issue' 'good handoff' 'connected to the right department quickly'. Positive routing signal.",Positive,Care,280,0.3%,Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Escalation & Supervisor Access,Customer's experience trying to reach a supervisor or escalate their issue beyond the frontline rep.,Supervisor Was Helpful / Resolved Issue,"Customer reached a supervisor and the escalation resulted in resolution. Include: 'supervisor fixed it' 'manager helped' 'once I got a supervisor it was resolved' 'supervisor took care of it' 'escalated and it was handled' 'manager made it right'. Service recovery signal.",Positive,All,145,0.2%,Operations / Leadership
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Escalation & Supervisor Access,Customer's experience trying to reach a supervisor or escalate their issue beyond the frontline rep.,Could Not Reach Supervisor / Denied Escalation,"Customer tried to escalate but was denied access to a supervisor or manager. Include: 'wouldn't let me speak to a supervisor' 'no supervisor available' 'refused to transfer to manager' 'can't get a supervisor' 'asked for manager and was denied' 'no one above them apparently'. Customer powerlessness signal â€” high churn risk.",Negative,All,120,0.1%,Operations / Policy
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Escalation & Supervisor Access,Customer's experience trying to reach a supervisor or escalate their issue beyond the frontline rep.,Supervisor Was Unhelpful / Same as Rep,"Customer reached a supervisor but the outcome was no different â€” supervisor could not or would not help. Include: 'supervisor was no better' 'manager said the same thing' 'supervisor couldn't help either' 'even the manager couldn't fix it' 'escalated for nothing' 'supervisor was just as useless'. Signals systemic issue vs. individual rep issue.",Negative,All,85,0.1%,Operations / Leadership
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Callback & Follow-Up,Customer requests or comments on follow-up callbacks promised callbacks or proactive outreach.,Customer Requesting Callback / Follow-Up,"Customer requests a callback or follow-up contact. Include: 'please call me' 'call me back' 'need a call back' 'contact me now' 'give me a call' 'I need a call back' 'please respond back' 'need someone to reach out'. Unresolved need signal â€” track for outbound operations.",Neutral,All,380,0.4%,Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Callback & Follow-Up,Customer requests or comments on follow-up callbacks promised callbacks or proactive outreach.,Promised Callback Never Received,"Customer was promised a callback that never came. Include: 'never got a callback' 'said they'd call back and didn't' 'waiting for a call that never came' 'promised a call back â€” nothing' 'no one ever called me back' 'still waiting for the callback'. Overlaps with broken promise (People) but is specifically about the callback process.",Negative,All,220,0.3%,Operations / QA
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Callback & Follow-Up,Customer requests or comments on follow-up callbacks promised callbacks or proactive outreach.,Received Proactive Follow-Up / Status Update,"Customer was pleasantly surprised by proactive outreach â€” a follow-up call text or status update they didn't have to request. Include: 'got a follow-up call' 'they actually called me back' 'received a status update' 'texted me an update' 'checked in on me' 'followed up to make sure'. Service recovery and trust-building signal.",Positive,All,95,0.1%,Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Call / Connection Issues,Technical issues with the call or chat connection itself â€” distinct from rep behavior.,Call Was Dropped / Disconnected,"Customer reports call was dropped or they were disconnected mid-interaction. Include: 'call was dropped' 'got disconnected' 'call dropped' 'we got disconnected' 'call was ignored' 'line went dead' 'dropped my call' 'chat disconnected'. Track for network/call center tech issues â€” distinct from rep hanging up (see People).",Negative,Care,110,0.1%,Technology / Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Call / Connection Issues,Technical issues with the call or chat connection itself â€” distinct from rep behavior.,Chat Disconnected / Session Ended Prematurely,"Customer's chat session ended before issue was resolved â€” timeout or disconnect. Include: 'chat ended' 'chat disconnected' 'session timed out' 'chat closed on me' 'got disconnected from chat' 'had to start a new chat'. Digital channel reliability signal.",Negative,Care,65,0.1%,Digital / Technology
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,AI Automation & IVR Experience,Customer feedback specifically about automated systems IVR menu navigation chatbots or AI assistants in the service journey.,Negative AI / IVR / Bot Experience,"Customer expresses frustration with AI automated menus bots or IVR systems. Include: 'get rid of AI' 'AI is useless' 'hate the menu' 'your AI is useless' 'automated ****' 'do away with AI' 'need real people' 'humans please' 'speak to a human' 'AI is terrible' 'stop the AI' 'less AI' 'hate electronics' 'automation stinks' 'just let me talk to a person'. Strategic signal for AI investment decisions.",Negative,Care,340,0.4%,Digital / AI Strategy
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,AI Automation & IVR Experience,Customer feedback specifically about automated systems IVR menu navigation chatbots or AI assistants in the service journey.,Positive Digital / Chat / Self-Service Experience,"Customer positively mentions digital chat or self-service experience. Include: 'easy chat' 'nice easy chat' 'digital was easy' 'quick online' 'website was easy' 'app made it simple' 'self-service was great' 'chatbot actually helped' 'resolved it myself online'. Track against AI/digital investment ROI.",Positive,All,65,0.1%,Digital
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,AI Automation & IVR Experience,Customer feedback specifically about automated systems IVR menu navigation chatbots or AI assistants in the service journey.,IVR / Phone Menu Navigation Difficulty,"Customer specifically struggled with phone menu navigation â€” couldn't reach a live person or menus were confusing. Include: 'press 1 press 2 nonsense' 'couldn't get through the menu' 'your phone system is terrible' 'just let me talk to someone' 'menu doesn't have my option' 'stuck in a loop' 'phone tree is ridiculous'. Distinct from general AI sentiment â€” focused on IVR UX specifically.",Negative,Care,190,0.2%,IVR Design / Digital
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Proactive Communication & Transparency,Whether AT&T proactively communicated with the customer about issues outages changes or status â€” before the customer had to contact them.,Appreciated Proactive Communication / Notification,"Customer appreciated being notified proactively about an outage change or status. Include: 'glad you texted me' 'thanks for the update' 'appreciate the notification' 'good that you let me know' 'nice to get an alert'. Low volume currently but signals CX differentiation opportunity.",Positive,All,45,0.1%,CX Design / Communications
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Proactive Communication & Transparency,Whether AT&T proactively communicated with the customer about issues outages changes or status â€” before the customer had to contact them.,No Communication / Not Notified About Issue or Change,"Customer was not informed about an outage service change billing change or status â€” had to discover it themselves. Include: 'no one told me' 'wasn't notified' 'found out on my own' 'no communication' 'should have been told' 'why wasn't I informed' 'had no idea until I checked' 'no heads up' 'zero communication'. Trust erosion signal â€” drives inbound contacts.",Negative,All,165,0.2%,Communications / Process Design
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Proactive Communication & Transparency,Whether AT&T proactively communicated with the customer about issues outages changes or status â€” before the customer had to contact them.,Lack of Transparency / Felt Kept in the Dark,"Customer felt AT&T was not transparent about what was happening with their account service or issue. Include: 'not transparent' 'kept in the dark' 'hiding something' 'won't tell me what's going on' 'no visibility' 'they don't communicate' 'left me guessing' 'evasive'. Broader than single notification â€” pattern of opacity.",Negative,All,95,0.1%,Process Design / Leadership
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Appointment Scheduling,The customer's experience scheduling a technician visit service appointment or installation â€” including availability convenience of time windows and ease of the scheduling process.,Scheduling Was Easy / Convenient Time Offered,"Customer found it easy to schedule an appointment or was offered a convenient time window. Include: 'easy to schedule' 'got an appointment right away' 'scheduled quickly' 'convenient time' 'fit my schedule' 'next day appointment' 'same day available' 'scheduling was smooth'. Positive operations signal.",Positive,Care | IHE,TBD,TBD,Field Operations / Scheduling
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Appointment Scheduling,The customer's experience scheduling a technician visit service appointment or installation â€” including availability convenience of time windows and ease of the scheduling process.,Scheduling Was Difficult / No Availability,"Customer had trouble scheduling or no convenient appointment was available. Include: 'no appointments available' 'earliest was 2 weeks out' 'couldn't get an appointment' 'scheduling was a nightmare' 'nothing available for days' 'too far out' 'had to wait a week' 'no openings'. Capacity/staffing signal for field ops.",Negative,Care | IHE,TBD,TBD,Field Operations / Scheduling
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Appointment Scheduling,The customer's experience scheduling a technician visit service appointment or installation â€” including availability convenience of time windows and ease of the scheduling process.,Appointment Window Too Wide / Inconvenient,"Customer complains about the size of the appointment window or inconvenience of available times. Include: '4-hour window is ridiculous' 'waited all day' 'too wide a window' 'had to take off work' 'can't give a specific time' 'between 8am and noon is too broad' 'need a tighter window'. Process design signal â€” competitive disadvantage.",Negative,Care | IHE,TBD,TBD,Field Operations / Process Design
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Appointment Scheduling,The customer's experience scheduling a technician visit service appointment or installation â€” including availability convenience of time windows and ease of the scheduling process.,Appointment Rescheduled Without Notice,"Customer's appointment was changed or canceled by AT&T without adequate notification or consent. Include: 'changed my appointment without telling me' 'rescheduled without asking' 'showed up on wrong day' 'appointment was moved' 'canceled my appointment' 'no one told me it was rescheduled'. Trust violation â€” distinct from no-show.",Negative,Care | IHE,TBD,TBD,Field Operations / Communications
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Technician Visit Timeliness,Whether the technician arrived on time within the window or was late/no-show for the scheduled appointment.,Technician Arrived On Time / Within Window,"Technician arrived on time or within the scheduled window. Include: 'tech was on time' 'showed up when they said' 'arrived within the window' 'right on schedule' 'punctual' 'came early even'. Positive field ops signal â€” track for on-time rate.",Positive,Care | IHE,TBD,TBD,Field Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Technician Visit Timeliness,Whether the technician arrived on time within the window or was late/no-show for the scheduled appointment.,Technician Was Late,"Technician arrived after the scheduled window or significantly late. Include: 'tech was late' 'showed up 2 hours late' 'came after the window' 'was supposed to be here at 10' 'late arrival' 'didn't come on time' 'waited past my window'. Distinct from no-show â€” tech eventually came.",Negative,Care | IHE,TBD,TBD,Field Operations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Technician Visit Timeliness,Whether the technician arrived on time within the window or was late/no-show for the scheduled appointment.,Technician No-Show / Did Not Show Up,"Technician did not show up at all for the scheduled appointment. Include: 'never showed up' 'he didn't show up' 'he never came' 'no one showed up' 'did not show up' 'did he even show up' 'waited all day and no one came' 'missed appointment completely'. Schedule/dispatch failure â€” high severity.",Negative,Care | IHE,85,0.1%,Field Operations / Escalations
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Installation & Service Activation,The customer's experience with initial service installation setup and activation â€” including internet wireless and equipment installation.,Installation Was Smooth / Quick,"Customer had a positive installation experience â€” service was set up properly and efficiently. Include: 'installation was easy' 'quick install' 'everything was set up perfectly' 'smooth installation' 'up and running fast' 'tech did a great job installing' 'installed in under an hour'. Track for new customer NPS.",Positive,Care | IHE,TBD,TBD,Field Operations / Onboarding
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Installation & Service Activation,The customer's experience with initial service installation setup and activation â€” including internet wireless and equipment installation.,Installation Had Problems / Not Done Correctly,"Installation was incomplete had issues or was done incorrectly requiring follow-up. Include: 'installation was botched' 'didn't install correctly' 'had problems after install' 'internet didn't work after installation' 'tech left and it wasn't working' 'had to come back to fix install' 'installation failed'. Rework/recontact driver.",Negative,Care | IHE,TBD,TBD,Field Operations / QA
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Installation & Service Activation,The customer's experience with initial service installation setup and activation â€” including internet wireless and equipment installation.,Service Activation Delayed / Not Active Yet,"Customer's service was supposed to be active but is not â€” activation did not occur as expected. Include: 'service still not active' 'not activated yet' 'been 3 days still no service' 'activation failed' 'supposed to be on by now' 'when will my service start' 'still waiting for activation'. New customer at-risk signal.",Negative,All,TBD,TBD,Operations / Provisioning
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,Installation & Service Activation,The customer's experience with initial service installation setup and activation â€” including internet wireless and equipment installation.,Multiple Technician Visits Required,"Customer needed more than one technician visit to complete installation or fix an issue â€” repeat dispatches. Include: 'tech had to come back' 'took 3 visits' 'second technician' 'another appointment needed' 'first tech couldn't fix it' 'needed a second visit' 'multiple trips to my house'. HIGH cost driver â€” field ops efficiency signal.",Negative,Care | IHE,TBD,TBD,Field Operations / QA
