"Category","Category_Definition","Topic","Topic_Definition","Sub_Topic","Sub_Topic_Definition","Polarity","Survey_Channel","Est_Count","Est_Pct","Notes","Taxonomy"
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Helpfulness","The rep's actual ability to help resolve or address the customer's need — taking action rather than just being pleasant.","Rep Resolved Issue Quickly / Efficiently","Customer praises the speed or efficiency of the resolution without implying the rep rushed them (including but not limited to: ""quick"", ""fast"", ""efficient"", ""handled it right away"", ""in and out"", ""no runaround"", ""resolved in minutes"", ""one call and done"", ""fixed it immediately"", ""straight to the point"", or similar language). Distinct from Rep Was Patient (time given to customer) — this is about speed of resolution, not pace of interaction.","Positive","All","0","0.000%","New sub-topic. Efficiency signal — complements Rep Was Patient (positive time experience) by capturing praise for fast resolution.","Rep Resolved Issue Quickly / Efficiently->Customer praises the speed or efficiency of the resolution without implying the rep rushed them. Include: 'quick' 'fast' 'efficient' 'handled it right away' 'in and out' 'no runaround' 'resolved in minutes' 'one call and done' 'fixed it immediately' 'didn't waste my time' 'straight to the point'. Distinct from Rep Was Patient (time given to customer) — this is about speed of resolution, not pace of interaction."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Helpfulness","The rep's actual ability to help resolve or address the customer's need — taking action rather than just being pleasant.","Rep Verified Resolution Before Closing","Rep confirmed the issue was fully resolved and checked in with the customer before ending the interaction (including but not limited to: ""made sure everything was working before hanging up"", ""asked if I had any other questions"", ""confirmed the fix before ending the call"", ""didn't hang up until I was satisfied"", ""stayed until I was happy"", or similar language). Call closure quality signal — distinct from Rep Followed Through on Promises (post-call follow-through) by occurring at the end of the interaction itself.","Positive","All","0","0.000%","New sub-topic. Call closure quality signal — coachable behavior for ensuring complete resolution before ending interaction.","Rep Verified Resolution Before Closing->Rep confirmed the issue was fully resolved and checked in with the customer before ending the interaction. Include: 'made sure everything was working before hanging up' 'asked if I had any other questions' 'confirmed the fix before ending the call' 'didn't rush off the phone' 'made sure I was satisfied before closing' 'verified everything was good' 'checked that my issue was resolved' 'stayed until I was happy'. Call closure quality signal — distinct from Rep Followed Through on Promises (post-call follow-through) by occurring at the end of the interaction itself."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Helpfulness","The rep's actual ability to help resolve or address the customer's need — taking action rather than just being pleasant.","Rep Was Helpful","Customer describes the representative taking ACTION or achieving an OUTCOME using specific action/outcome words (including but not limited to: resolved, fixed, helped, handled, took care of, assisted, accommodated, made adjustment, went above and beyond, or similar action descriptors). GENERIC PRAISE ALONE (e.g., ""great service,"" ""excellent job"") does NOT qualify unless accompanied by action/outcome evidence. IF PROBLEM WAS RESOLVED → classify as Rep Was Helpful (resolving problems is inherently helpful). ""Answered my questions"" defaults to Rep Was Helpful unless expertise is emphasized. Spanish equivalents (including but not limited to: ayudó, resolvió, arregló, or similar Spanish action words) also qualify.","Positive","All","425","0.438%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Rep Was Helpful->Customer describes the representative taking ACTION or achieving an OUTCOME using specific action/outcome words (including but not limited to: resolved, fixed, helped, handled, took care of, assisted, accommodated, made adjustment, went above and beyond, or similar action descriptors). GENERIC PRAISE ALONE (e.g., ""great service,"" ""excellent job"") does NOT qualify unless accompanied by action/outcome evidence. IF PROBLEM WAS RESOLVED → classify as Rep Was Helpful (resolving problems is inherently helpful). ""Answered my questions"" defaults to Rep Was Helpful unless expertise is emphasized. Spanish equivalents (including but not limited to: ayudó, resolvió, arregló, or similar Spanish action words) also qualify."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Helpfulness","The rep's actual ability to help resolve or address the customer's need — taking action rather than just being pleasant.","Rep Was Not Helpful","Customer describes the representative's LACK OF ACTION or FAILURE TO ASSIST using specific inaction words (including but not limited to: refused, wouldn't help, didn't help, useless, no help, or similar inaction descriptors). GENERIC NEGATIVE WORDS ALONE (e.g., ""horrible service"") do NOT qualify. IF PROBLEM NOT RESOLVED -> DO NOT auto-classify as Rep Not Helpful. Company policies, system limitations, or field tech requirements may prevent resolution despite rep's efforts. Classify Rep Not Helpful ONLY when verbatim indicates rep's ACTIONS, EFFORT, or WILLINGNESS were lacking. ""Didn't answer my questions"" = Rep Not Helpful. ""Couldn't answer my questions"" = Rep Not Knowledgeable (ability gap). EXCLUDE: Perceived Trust mentions (dishonesty -> unhelpfulness). Spanish equivalents (including but not limited to: no ayudo, inutil, or similar) also qualify.","Negative","All","1521","1.568%","High-impact sub-topic with strong share of verbatims. Keep as a standalone sub-topic.","Rep Was Not Helpful->Customer describes the representative's LACK OF ACTION or FAILURE TO ASSIST using specific inaction words (including but not limited to: refused, wouldn't help, didn't help, couldn't assist, useless, no help, wasted time, or similar inaction descriptors). GENERIC NEGATIVE WORDS ALONE (e.g., ""horrible service"") do NOT qualify. IF PROBLEM NOT RESOLVED → DO NOT auto-classify as Rep Not Helpful. Company policies, system limitations, or field tech requirements may prevent resolution despite rep's efforts. Classify Rep Not Helpful ONLY when verbatim indicates rep's ACTIONS, EFFORT, or WILLINGNESS were lacking. ""Didn't answer my questions"" = Rep Not Helpful. ""Couldn't answer my questions"" = Rep Not Knowledgeable (ability gap). EXCLUDE: Perceived Trust mentions (dishonesty → unhelpfulness). Spanish equivalents (including but not limited to: no ayudó, no resolvió, inútil, or similar Spanish inaction words) also qualify."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Helpfulness","The rep's actual ability to help resolve or address the customer's need — taking action rather than just being pleasant.","Rep Was Slow / Inefficient","Customer describes the rep as slow, inefficient, or unable to work through the issue without excessive fumbling or delays attributable to the rep — not wait time or hold time (including but not limited to: ""took forever"", ""so slow"", ""kept fumbling around"", ""didn"", ""stumbled through everything"", ""took way too long to do anything"", ""inefficient"", or similar language). EXCLUDE: Long hold time or long wait for rep (process delays, not rep speed). EXCLUDE: Rep Was Impatient / Rushed (rep making the CUSTOMER feel hurried — opposite signal). Distinct from Rep Lacked Knowledge (inability to know) — this is slowness or inefficiency in execution.","Negative","All","0","0.000%","New sub-topic. Negative counterpart to Rep Resolved Issue Quickly / Efficiently. Rep execution speed signal — distinct from process wait time.","Rep Was Slow / Inefficient->Customer describes the rep as slow, inefficient, or unable to work through the issue without excessive fumbling or delays attributable to the rep — not wait time or hold time. Include: 'took forever' 'so slow' 'kept fumbling around' 'didn't seem to know what they were doing' 'wasted my time' 'couldn't figure it out' 'stumbled through everything' 'took way too long to do anything' 'inefficient'. EXCLUDE: Long hold time or long wait for rep (process delays, not rep speed). EXCLUDE: Rep Was Impatient / Rushed (rep making the CUSTOMER feel hurried — opposite signal). Distinct from Rep Lacked Knowledge (inability to know) — this is slowness or inefficiency in execution."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Helpfulness","The rep's actual ability to help resolve or address the customer's need — taking action rather than just being pleasant.","Rep Was Thorough / Detailed","Rep gave thorough explanation was detail-oriented or reviewed everything completely (including but not limited to: ""very thorough"", ""explained everything"", ""went through everything"", ""detailed"", ""thorough walkthrough"", ""covered all my questions"", ""left no stone unturned"", ""made sure I understood"", or similar language). Combine with knowledgeable for training signal.","Positive","All","528","0.544%","Moved from Rep Courtesy to Rep Helpfulness — thoroughness is a service completeness behavior, not a demeanor signal.","Rep Was Thorough / Detailed->Rep gave thorough explanation was detail-oriented or reviewed everything completely. Include: 'very thorough' 'explained everything' 'went through everything' 'detailed' 'thorough walkthrough' 'covered all my questions' 'left no stone unturned' 'made sure I understood'. Combine with knowledgeable for training signal."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Helpfulness","The rep's actual ability to help resolve or address the customer's need — taking action rather than just being pleasant.","Rep Went Above and Beyond","Customer indicates the rep exceeded expectations or did more than required (including but not limited to: ""went above and beyond"", ""went the extra mile"", ""did more than expected"", ""exceeded expectations"", ""bent over backwards"", ""went out of their way"", ""extraordinary effort"", ""really went above and beyond for me"", or similar language). Differentiate from standard helpfulness by the language of exceeding norms.","Positive","All","1142","1.177%","High-impact sub-topic with strong share of verbatims. Keep as a standalone sub-topic.","Rep Went Above and Beyond->Customer indicates the rep exceeded expectations or did more than required. Include: 'went above and beyond' 'went the extra mile' 'did more than expected' 'exceeded expectations' 'bent over backwards' 'went out of their way' 'extraordinary effort' 'really went above and beyond for me'. Differentiate from standard helpfulness by the language of exceeding norms."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Knowledge & Accuracy","How well the rep understood the product gave accurate information and demonstrated expertise.","Rep Educated / Taught the Customer","Rep transferred knowledge to the customer so they understand their services or can self-serve in the future (including but not limited to: ""showed me how to do it myself"", ""explained why it was happening"", ""taught me how to use it"", ""walked me through how it works"", ""now I understand how to"", ""helped me understand my bill"", ""explained what to do next time"", ""made sure I knew how to handle it going forward"", or similar language). Distinct from Rep Was Knowledgeable (rep has knowledge) — this captures knowledge transfer to the customer. Onboarding and self-service quality signal.","Positive","All","0","0.000%","New sub-topic. Knowledge transfer signal — coachable behavior for reducing repeat contacts and improving customer self-sufficiency.","Rep Educated / Taught the Customer->Rep transferred knowledge to the customer so they understand their services or can self-serve in the future. Include: 'showed me how to do it myself' 'explained why it was happening' 'taught me how to use it' 'walked me through how it works' 'now I understand how to' 'helped me understand my bill' 'explained what to do next time' 'made sure I knew how to handle it going forward'. Distinct from Rep Was Knowledgeable (rep has knowledge) — this captures knowledge transfer to the customer. Onboarding and self-service quality signal."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Knowledge & Accuracy","How well the rep understood the product gave accurate information and demonstrated expertise.","Rep Made an Account or Setup Error","Customer attributes a specific account, setup, or service action error directly to something the representative did or changed incorrectly (including but not limited to: ""set up the wrong plan,"" ""switched the wrong line,"" ""made a mistake on my account,"" ""applied the wrong discount,"" ""wrong changes were made,"" ""rep made an error,"" or similar rep-attributed execution error language). EXCLUDE: (1) Systemic billing errors where no specific rep action is cited -> Billing Error / Incorrect Charge (Pricing); (2) IHE unauthorized service additions -> IHE Added Services Without Clear Consent; (3) Account changes made without customer permission -> Unauthorized Account Changes (Process). Distinct from Rep Not Knowledgeable -- requires a concrete wrong action, not just bad advice. CO-CLASSIFY: Billing discrepancy resulted -> also fire Billing Error / Incorrect Charge (Pricing). Error left issue unresolved -> also fire Issue Not Resolved / Still Unresolved (Process).","Negative","All","0","0.000%","New sub-topic. Captures rep-attributed execution errors — wrong account actions, incorrect plan setup, unauthorized changes. Distinct from informational accuracy (Rep Lacked Knowledge) and systemic billing errors (Process).","Rep Made an Account or Setup Error->Customer attributes a specific account, setup, or service action error directly to something the representative did or changed. Include: 'set up the wrong plan' 'switched the wrong line' 'changed something on my account' 'made a mistake on my account' 'messed up my account' 'applied the wrong discount' 'wrong changes were made' 'changed something without asking me' 'account wasn't set up correctly after my call' 'rep made an error' 'they did something wrong to my account'. EXCLUDE: Systemic billing errors where no specific rep action is cited — those belong in Process (Billing / Charge Error). EXCLUDE: IHE-specific unauthorized additions where the issue is consent, not execution error (see IHE Added Services Without Clear Consent). This is a rep execution error — the rep took an incorrect or unintended account action, regardless of whether they understood the right answer. Distinct from Rep Lacked Knowledge / Gave Wrong Information (informational error) and Rep Not Knowledgeable (competence gap) — this sub-topic requires the customer to describe a concrete wrong action taken on their account."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Knowledge & Accuracy","How well the rep understood the product gave accurate information and demonstrated expertise.","Rep Not Knowledgeable","Customer explicitly describes the representative's LACK of competence or understanding using SPECIFIC KNOWLEDGE-GAP WORDS (including but not limited to: clueless, incompetent, confused, didn't know, needs training, clearly not trained, doesn't know what they're doing, sloppy, or similar incompetence descriptors). Does NOT apply to: (1) Language barrier or accent issues (see Language Barrier or Comprehension Issue); (2) Error correction patterns (""wrong answer"" referring to survey response); (3) Rep providing incorrect information the customer acted on (see Wrong Information). ""Couldn't answer my questions"" = Rep Not Knowledgeable (ability gap). ""Didn't answer my questions"" = Rep Not Helpful (effort gap). ""Could not explain the bill"" = Rep Not Knowledgeable (inability = knowledge gap). Spanish equivalents (including but not limited to: no sabia, incompetente, confundido, or similar) also qualify.","Negative","All","0","0.000%","New sub-topic. Definition sourced from revised classification prompt. High co-occurrence expected with Rep Lacked Knowledge / Gave Wrong Information.","Rep Not Knowledgeable->Customer explicitly describes the representative's LACK of competence or understanding using SPECIFIC KNOWLEDGE-GAP WORDS (including but not limited to: clueless, incompetent, confused, didn't know, gave wrong information, needs training, incapable, or similar incompetence descriptors). EXCLUDE: Language Barrier/accent issues (communication issue, not knowledge — e.g., ""hard to understand,"" ""thick accent,"" ""couldn't understand him""). EXCLUDE: Error Correction patterns (""wrong answer"" referring to survey response). ""Couldn't answer my questions"" = Rep Not Knowledgeable (ability gap). ""Didn't answer my questions"" = Rep Not Helpful (effort gap). ""Could not explain the bill"" = Rep Not Knowledgeable (inability = knowledge gap). Perceived Trust (wrong information) qualifies ONLY if describing incorrect knowledge, not intentional deception. Spanish equivalents (including but not limited to: no sabía, incompetente, confundido, or similar Spanish incompetence words) also qualify."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Knowledge & Accuracy","How well the rep understood the product gave accurate information and demonstrated expertise.","Rep Was Knowledgeable","Customer explicitly describes the representative's competence, expertise, or understanding using SPECIFIC KNOWLEDGE WORDS (including but not limited to: knowledgeable, informative, competent, expert, knew what to do, understood the issue, or similar expertise indicators). SURVEY LANGUAGE (""satisfied with ability,"" ""ability to assist"") does NOT qualify -- this is survey question echo. ""Answered my questions"" defaults to Rep Was Helpful -- only apply Rep Was Knowledgeable when the response indicates the rep answered correctly, confidently, or with clear expertise. ""Explained things"" defaults to Positive Rep Communication -- only apply when explanation shows expertise or strong command of the issue. Spanish equivalents (including but not limited to: informado, explico bien, or similar) also qualify.","Positive","All","0","0.000%","New sub-topic. Definition sourced from revised classification prompt. High co-occurrence expected with Rep Was Knowledgeable / Accurate.","Rep Was Knowledgeable->Customer explicitly describes the representative's competence, expertise, or understanding using SPECIFIC KNOWLEDGE WORDS (including but not limited to: knowledgeable, informative, competent, capable, expert, explained clearly, knew what to do, understood the issue, or similar expertise indicators). SURVEY LANGUAGE (""satisfied with ability,"" ""ability to assist"") does NOT qualify — this is survey question echo, not knowledge feedback. ""Answered my questions"" defaults to Rep Was Helpful; use Rep Was Knowledgeable ONLY when comment indicates rep answered correctly, confidently, or with clear expertise. ""Explained things"" defaults to Positive Rep Communication; use Rep Was Knowledgeable ONLY when explanation shows expertise, accurate understanding, or strong command of issue. Spanish equivalents (including but not limited to: informado, capaz, experto, explicó bien, or similar Spanish knowledge words) also qualify."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Recognition & Retention","Customer expresses desire to formally recognize or retain a specific rep.","Give Rep a Raise / Promotion","Customer recommends rep for raise, promotion, or special recognition (including but not limited to: ""give her a raise"", ""give him a raise"", ""give him a promotion"", ""keep her"", ""he's a keeper"", ""she deserves recognition"", ""employee of the month"", or similar language). High satisfaction signal — retention opportunity.","Positive","All","1049","1.081%","High-impact sub-topic with strong share of verbatims. Keep as a standalone sub-topic.","Give Rep a Raise / Promotion->Customer recommends rep for raise promotion or special recognition. Include: 'give her a raise' 'give him a raise' 'give him a promotion' 'keep her' 'he's a keeper' 'she's a keeper' 'she's a superstar' 'she deserves a raise' 'promote her' 'best employee you have' 'employee of the month'. High satisfaction signal — retention opportunity."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Recognition & Retention","Customer expresses desire to formally recognize or retain a specific rep.","Rep Named Specifically (Negative Mention)","Customer names a specific rep negatively — complaint directed at an individual (including but not limited to: ""[Name] was terrible"", ""[Name] was rude"", ""[Name] didn't help me at all"", ""[Name] needs training"", or similar language). Use for individual coaching identification. Handle with HR sensitivity.","Negative","All","84","0.087%","Material signal with usable volume. Keep as standalone and tune examples as needed. High contextual overlap with 'Rep Named Specifically (Positive Mention)' (definition similarity 0.82); consider combining or tightening boundaries.","Rep Named Specifically (Negative Mention)->Customer names a specific rep negatively — complaint directed at an individual. Include: '[Name] was terrible' '[Name] was rude' '[Name] didn't help at all' 'fire [Name]' '[Name] needs training'. Use for individual coaching identification. Handle with HR sensitivity."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Rep Recognition & Retention","Customer expresses desire to formally recognize or retain a specific rep.","Rep Named Specifically (Positive Mention)","Customer names a specific rep positively without raise/promotion language (including but not limited to: ""John was great"", ""Maria was excellent"", ""Sam was helpful"", ""[Name] did a great job"", ""[Name] is amazing"", or similar language). Use for individual rep performance tracking. Extract name for supervisor recognition.","Positive","All","46","0.047%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months. High contextual overlap with 'Rep Named Specifically (Negative Mention)' (definition similarity 0.82); consider combining or tightening boundaries.","Rep Named Specifically (Positive Mention)->Customer names a specific rep positively without raise/promotion language. Include: 'John was great' 'Maria was excellent' 'Sam was helpful' '[Name] did a great job' '[Name] is amazing'. Use for individual rep performance tracking. Extract name for supervisor recognition."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Store Environment & Atmosphere","The physical store environment — cleanliness organization ambiance comfort staffing levels and overall appearance.","Store Was Clean / Welcoming / Well Organized","Customer positively comments on the physical store environment (including but not limited to: ""nice store"", ""clean store"", ""well organized"", ""great atmosphere"", ""store looked good"", ""comfortable environment"", ""modern store"", ""beautiful location"", ""inviting"", or similar language). Track for facilities and brand perception.","Positive","Retail | National Retail","148","0.153%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Store Was Clean / Welcoming / Well Organized->Customer positively comments on the physical store environment. Include: 'nice store' 'clean store' 'well organized' 'great atmosphere' 'store looked good' 'comfortable environment' 'modern store' 'beautiful location' 'inviting'. Track for facilities and brand perception."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Store Environment & Atmosphere","The physical store environment — cleanliness organization ambiance comfort staffing levels and overall appearance.","Store Was Dirty / Disorganized / Uncomfortable","Customer negatively comments on physical store condition (including but not limited to: ""store was dirty"", ""messy"", ""disorganized"", ""too hot"", ""too cold"", ""cramped"", ""run down"", ""needs renovation"", ""broken displays"", ""uncomfortable chairs"", or similar language). Low frequency but brand impact.","Negative","Retail | National Retail","2","0.002%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Store Was Dirty / Disorganized / Uncomfortable->Customer negatively comments on physical store condition. Include: 'store was dirty' 'messy' 'disorganized' 'too hot' 'too cold' 'cramped' 'run down' 'needs renovation' 'broken displays' 'uncomfortable chairs'. Low frequency but brand impact."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Store Environment & Atmosphere","The physical store environment — cleanliness organization ambiance comfort staffing levels and overall appearance.","Store Was Understaffed","Customer observed or experienced understaffing — too few associates for demand (including but not limited to: ""not enough people working"", ""understaffed"", ""only one person working"", ""need more employees"", ""too busy not enough staff"", ""store was packed with no help"", ""short staffed"", or similar language). Directly causes long wait — operational signal.","Negative","Retail | National Retail","13","0.013%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Store Was Understaffed->Customer observed or experienced understaffing — too few associates for demand. Include: 'not enough people working' 'understaffed' 'only one person working' 'need more employees' 'too busy not enough staff' 'store was packed with no help' 'short staffed'. Directly causes long wait — operational signal."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Store Greeting & Initial Engagement","Whether the customer was acknowledged promptly upon entering the store and made to feel welcome.","Customer Was Greeted Promptly / Felt Welcomed","Customer was greeted quickly upon arrival or felt immediately welcomed (including but not limited to: ""greeted right away"", ""someone came up to me immediately"", ""felt welcome"", ""warm greeting"", ""checked in right away"", ""friendly welcome"", ""acknowledged as soon as I walked in"", ""signed me in quickly"", or similar language). Strong first-impression driver for retail NPS.","Positive","Retail | National Retail","48","0.049%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months.","Customer Was Greeted Promptly / Felt Welcomed->Customer was greeted quickly upon arrival or felt immediately welcomed. Include: 'greeted right away' 'someone came up to me immediately' 'felt welcome' 'warm greeting' 'checked in right away' 'friendly welcome' 'acknowledged as soon as I walked in' 'signed me in quickly'. Strong first-impression driver for retail NPS."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Store Greeting & Initial Engagement","Whether the customer was acknowledged promptly upon entering the store and made to feel welcome.","Customer Was Ignored / Not Acknowledged","Customer was not greeted or felt invisible upon entering the store (including but not limited to: ""no one greeted me"", ""waited and no one came"", ""felt ignored"", ""walked in and no one said anything"", ""stood there and no one acknowledged me"", ""had to find someone myself"", ""no one looked up"", or similar language). Key retail CX failure point — signals understaffing or culture issue.","Negative","Retail | National Retail","120","0.124%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Customer Was Ignored / Not Acknowledged->Customer was not greeted or felt invisible upon entering the store. Include: 'no one greeted me' 'waited and no one came' 'felt ignored' 'walked in and no one said anything' 'stood there and no one acknowledged me' 'had to find someone myself' 'no one looked up'. Key retail CX failure point — signals understaffing or culture issue."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Store Wait & Queue Experience","Time spent waiting in the store before being helped — includes check-in queue walk-in wait and appointment timeliness.","Appointment Was Honored / On Time","Customer had an appointment and was seen at or near the scheduled time (including but not limited to: ""my appointment was on time"", ""seen at my scheduled time"", ""appointment went smoothly"", ""glad I made an appointment"", ""checked in for my appointment and was seen right away"", or similar language). Track appointment adherence rate.","Positive","Retail | National Retail","86","0.089%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Appointment Was Honored / On Time->Customer had an appointment and was seen at or near the scheduled time. Include: 'my appointment was on time' 'seen at my scheduled time' 'appointment went smoothly' 'glad I made an appointment' 'checked in for my appointment and was seen right away'. Track appointment adherence rate."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Store Wait & Queue Experience","Time spent waiting in the store before being helped — includes check-in queue walk-in wait and appointment timeliness.","Appointment Was Not Honored / Still Waited","Customer had an appointment but still waited a long time or appointment was not respected (including but not limited to: ""had an appointment and still waited"", ""appointment meant nothing"", ""made an appointment for nothing"", ""appointment wasn't honored"", ""scheduled and still had to wait 30 minutes"", or similar language). Signals process failure — appointment system not delivering on promise.","Negative","Retail | National Retail","606","0.625%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Appointment Was Not Honored / Still Waited->Customer had an appointment but still waited a long time or appointment was not respected. Include: 'had an appointment and still waited' 'appointment meant nothing' 'made an appointment for nothing' 'appointment wasn't honored' 'scheduled and still had to wait 30 minutes'. Signals process failure — appointment system not delivering on promise."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Store Wait & Queue Experience","Time spent waiting in the store before being helped — includes check-in queue walk-in wait and appointment timeliness.","Wait in Store Was Short / Seen Quickly","Customer was helped quickly or wait time was acceptable (including but not limited to: ""didn't wait long"", ""seen right away"", ""no wait"", ""fast service in store"", ""helped immediately"", or similar language). Positive operational signal.","Positive","Retail | National Retail","442","0.456%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Wait in Store Was Short / Seen Quickly->Customer was helped quickly or wait time was acceptable. Include: 'didn't wait long' 'seen right away' 'quick check-in' 'no wait' 'in and out' 'was seen immediately' 'barely waited' 'fast service in store'. Positive operational signal."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Store Wait & Queue Experience","Time spent waiting in the store before being helped — includes check-in queue walk-in wait and appointment timeliness.","Wait in Store Was Too Long","Customer waited too long before being helped (including but not limited to: ""waited over an hour"", ""long wait in store"", ""took forever"", ""waited 45 minutes"", ""too long a wait"", ""ridiculous wait time"", ""sat there for an hour"", ""wait was unacceptable"", ""left because of the wait"", or similar language). Primary retail detractor — staffing signal.","Negative","Retail | National Retail","246","0.254%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Wait in Store Was Too Long->Customer waited too long before being helped. Include: 'waited over an hour' 'long wait in store' 'took forever' 'waited 45 minutes' 'too long a wait' 'ridiculous wait time' 'sat there for an hour' 'wait was unacceptable' 'left because of the wait'. Primary retail detractor — staffing signal."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Trade-In & Upgrade Experience","The customer's experience with device trade-in valuation and the upgrade process in store.","Trade-In / Upgrade Was Smooth / Well Explained","Customer had a positive trade-in or upgrade experience in store (including but not limited to: ""easy trade-in"", ""upgrade was simple"", ""smooth upgrade process"", ""explained my trade-in value"", ""quick upgrade"", ""got a great deal on my trade"", ""new phone set up perfectly"", or similar language). Track for retail process optimization.","Positive","Retail | National Retail","153","0.158%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Trade-In / Upgrade Was Smooth / Well Explained->Customer had a positive trade-in or upgrade experience in store. Include: 'easy trade-in' 'upgrade was simple' 'smooth upgrade process' 'explained my trade-in value' 'quick upgrade' 'got a great deal on my trade' 'new phone set up perfectly'. Track for retail process optimization."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Trade-In & Upgrade Experience","The customer's experience with device trade-in valuation and the upgrade process in store.","Trade-In Value Was Disappointing / Poorly Explained","Customer was unhappy with trade-in value or the trade-in process was confusing (including but not limited to: ""trade-in value was too low"", ""didn't get what I expected for my trade"", ""trade value was a joke"", ""wasn't told the actual value"", or similar language). Pricing/policy overlap — track for competitive positioning.","Negative","Retail | National Retail","43","0.044%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months.","Trade-In Value Was Disappointing / Poorly Explained->Customer was unhappy with trade-in value or the trade-in process was confusing. Include: 'trade-in value was too low' 'didn't explain the trade-in' 'phone was worth more' 'felt ripped off on trade' 'confusing upgrade process' 'didn't get what I was promised for my old phone' 'trade value was a joke'. Pricing/policy overlap — track for competitive positioning."
"People","Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.","Trade-In & Upgrade Experience","The customer's experience with device trade-in valuation and the upgrade process in store.","Upgrade Process Was Confusing / Took Too Long","The upgrade transaction itself was overly complicated lengthy or frustrating (including but not limited to: ""took 3 hours to upgrade"", ""upgrade took forever"", ""so complicated just to get a new phone"", ""way too long for an upgrade"", ""should not take this long"", ""been here 2 hours for an upgrade"", or similar language). Process friction signal distinct from trade-in value complaints.","Negative","Retail | National Retail","195","0.201%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Upgrade Process Was Confusing / Took Too Long->The upgrade transaction itself was overly complicated lengthy or frustrating. Include: 'took 3 hours to upgrade' 'upgrade took forever' 'so complicated just to get a new phone' 'way too long for an upgrade' 'should not take this long' 'been here 2 hours for an upgrade'. Process friction signal distinct from trade-in value complaints."
